"Diplomanti terciarnega izobraževanja po vrsti izobraževanja in obèini stalnega prebivališèa, Slovenija, letno"

"VRSTA IZOBRAŽEVANJA";"OBÈINE";"2009 Število diplomantov";"2010 Število diplomantov";"2011 Število diplomantov";"2012 Število diplomantov";"2013 Število diplomantov";"2014 Število diplomantov";"2015 Število diplomantov";"2016 Število diplomantov";"2017 Število diplomantov";"2018 Število diplomantov";"2019 Število diplomantov";"2020 Število diplomantov"
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Dol pri Ljubljani";-;-;-;-;-;-;1;1;1;3;1;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Dolenjske Toplice";-;-;-;-;-;1;-;1;-;-;1;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Domžale";2;-;2;1;-;6;11;11;10;18;14;16
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Dornava";-;-;-;-;-;-;-;1;1;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Dravograd";-;-;-;-;-;1;2;-;2;2;3;4
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Duplek";-;1;-;-;-;-;1;1;2;-;1;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Gorenja vas - Poljane";-;1;-;-;-;1;2;3;1;5;4;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Gorišnica";-;-;-;-;-;-;2;-;-;2;2;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Gorje";-;-;-;-;-;1;1;1;-;1;1;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Gornja Radgona";-;-;-;-;-;-;1;1;3;2;2;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Gornji Grad";-;-;-;-;-;-;-;-;-;-;-;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Gornji Petrovci";-;-;-;-;-;-;-;-;1;1;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Grad";-;-;-;-;-;-;-;-;-;-;-;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Grosuplje";1;1;1;1;-;1;3;8;8;11;7;4
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Hajdina";-;-;-;-;-;-;1;1;-;3;1;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Hoèe - Slivnica";-;-;1;-;-;2;3;2;2;3;3;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Hodoš/Hodos";-;-;-;-;-;-;-;-;-;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Horjul";-;1;-;-;-;-;-;-;-;1;3;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Hrastnik";-;-;-;-;-;-;1;1;1;3;4;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Hrpelje - Kozina";-;-;-;-;-;-;-;2;1;-;2;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Idrija";-;-;1;-;-;1;2;5;4;4;3;3
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Ig";-;-;-;1;-;-;1;-;-;-;4;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Ilirska Bistrica";1;-;1;-;-;1;1;4;4;-;3;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Ivanèna Gorica";-;-;1;1;-;3;4;8;9;4;10;4
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Izola/Isola";-;-;-;-;-;-;1;3;2;4;5;4
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Jesenice";-;-;-;2;-;1;2;1;1;2;4;3
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Jezersko";-;-;-;-;-;-;-;-;1;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Juršinci";-;-;-;-;-;-;1;-;-;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Kamnik";1;-;1;2;1;3;4;7;7;10;7;5
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Kanal";1;-;1;1;-;-;1;1;-;2;1;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Kidrièevo";-;-;-;-;-;1;2;1;2;2;3;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Kobarid";-;-;-;-;-;-;-;1;2;-;2;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Kobilje";-;-;-;-;-;1;-;-;-;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Koèevje";-;-;-;-;1;3;2;1;1;4;-;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Komen";-;-;-;1;-;2;2;1;1;1;1;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Komenda";-;-;-;-;-;-;-;1;2;1;3;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Koper/Capodistria";-;1;1;2;2;5;7;11;9;7;10;12
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Kostanjevica na Krki";-;-;1;-;-;-;-;-;-;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Kostel";-;-;-;-;-;-;-;-;-;-;1;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Kozje";-;-;-;-;-;-;-;-;-;2;-;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Kranj";3;3;2;-;2;5;7;15;24;14;16;14
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Kranjska Gora";-;-;-;-;-;2;3;1;1;1;2;3
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Križevci";-;-;-;-;-;-;1;-;1;1;4;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Krško";-;-;1;-;2;1;5;7;5;4;7;7
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Kungota";-;-;-;-;-;-;2;3;1;-;1;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Kuzma";-;-;-;-;-;-;-;-;-;-;-;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Laško";-;-;-;-;1;1;1;2;4;2;3;3
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Lenart";-;-;-;-;-;-;1;-;2;1;-;3
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Lendava/Lendva";-;-;-;-;2;-;4;3;6;-;3;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Litija";-;1;-;-;-;3;1;5;4;4;2;3
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Ljubljana";15;18;13;11;7;33;61;106;124;112;146;90
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Ljubno";-;-;-;-;-;-;2;2;1;1;1;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Ljutomer";-;-;-;-;-;-;-;4;1;1;2;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Log - Dragomer";-;-;-;-;-;-;1;4;1;3;1;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Logatec";-;-;-;1;-;-;4;5;6;1;3;4
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Loška dolina";-;-;-;-;-;-;-;3;2;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Loški Potok";-;-;-;-;-;-;-;1;-;-;-;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Lovrenc na Pohorju";-;-;-;-;-;-;-;-;-;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Luèe";-;-;-;-;-;-;-;1;-;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Lukovica";-;-;-;-;-;1;-;3;2;-;1;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Majšperk";-;-;-;-;1;-;3;5;1;-;2;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Makole";-;-;-;-;-;-;3;1;1;-;1;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Maribor";2;3;-;-;-;6;12;35;33;32;26;25
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Markovci";-;-;-;-;-;-;1;-;1;1;2;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Medvode";2;-;-;-;1;3;1;7;4;6;5;8
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Mengeš";-;-;-;-;-;-;1;3;2;2;2;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Metlika";-;-;-;-;1;1;1;4;3;4;1;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Mežica";-;1;-;-;-;-;1;1;1;1;-;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Miklavž na Dravskem polju";-;-;-;-;-;-;1;1;1;1;-;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Miren - Kostanjevica";-;-;1;2;-;-;3;3;3;2;-;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Mirna";-;-;-;-;-;-;-;-;2;1;2;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Mirna Peè";-;-;-;-;1;1;1;-;-;3;1;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Mislinja";-;-;-;-;-;3;1;2;2;1;1;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Mokronog - Trebelno";-;-;-;-;-;-;-;-;1;3;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Moravèe";-;-;-;-;-;2;-;3;-;-;-;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Moravske Toplice";-;-;-;-;-;-;-;-;4;2;3;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Mozirje";-;1;-;-;-;-;-;2;4;1;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Murska Sobota";1;-;-;-;1;-;6;10;5;10;10;5
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Muta";-;-;-;-;-;-;1;-;-;2;3;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Naklo";-;-;-;-;-;1;2;2;3;2;1;4
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Nazarje";-;-;-;-;-;2;-;1;1;-;-;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Nova Gorica";2;1;2;-;3;2;7;9;10;4;6;9
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Novo mesto";-;1;1;-;2;4;7;9;11;16;14;13
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Odranci";-;-;-;-;-;-;-;1;-;1;1;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Oplotnica";-;-;-;-;-;-;-;1;1;-;-;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Ormož";-;-;-;-;-;1;5;1;6;3;5;6
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Osilnica";-;-;-;-;-;-;-;-;-;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Pesnica";-;-;-;1;-;-;1;2;2;3;2;3
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Piran/Pirano";1;2;1;1;1;-;4;5;5;2;4;3
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Pivka";1;-;-;-;-;-;1;2;2;4;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Podèetrtek";-;-;-;-;-;-;-;1;2;-;1;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Podlehnik";-;-;1;-;-;-;-;-;-;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Podvelka";-;-;-;-;-;-;1;-;1;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Poljèane";-;-;-;-;-;-;-;-;1;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Polzela";-;-;-;-;-;-;3;2;2;4;3;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Postojna";-;-;-;-;1;1;2;4;4;5;2;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Prebold";-;-;-;-;-;-;-;2;1;1;-;3
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Preddvor";-;-;-;-;-;1;-;-;-;4;2;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Prevalje";-;-;-;-;2;-;2;2;3;3;1;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Ptuj";-;-;1;-;-;1;8;8;7;11;14;9
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Puconci";-;-;-;-;-;1;1;1;1;5;-;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Raèe - Fram";-;-;-;-;-;-;-;2;3;1;-;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Radeèe";-;-;-;-;-;-;1;2;1;1;2;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Radenci";-;-;-;-;-;-;1;-;-;2;3;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Radlje ob Dravi";-;-;-;-;-;-;2;-;1;1;-;3
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Radovljica";-;1;3;-;-;4;5;9;11;3;5;5
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Ravne na Koroškem";-;-;-;-;-;1;4;4;4;6;3;4
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Razkrižje";-;-;-;-;-;-;2;-;-;1;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Reèica ob Savinji";-;-;-;-;1;-;-;-;-;1;1;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Renèe - Vogrsko";-;-;-;-;-;1;-;2;1;-;1;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Ribnica";-;-;-;-;2;-;-;1;6;2;3;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Ribnica na Pohorju";-;-;-;-;-;-;-;-;-;-;-;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Rogaška Slatina";-;-;1;-;-;1;1;2;6;1;4;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Rogašovci";-;-;-;-;-;-;-;3;-;-;3;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Rogatec";-;-;-;-;-;-;-;1;2;-;1;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Ruše";-;-;-;-;-;2;1;1;2;1;1;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Selnica ob Dravi";-;-;-;-;-;1;-;-;-;1;2;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Semiè";-;-;-;-;-;-;3;3;-;2;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Sevnica";-;-;-;-;2;1;3;9;2;4;4;5
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Sežana";-;-;-;-;1;3;-;8;6;4;4;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Slovenj Gradec";-;-;1;1;-;1;6;5;10;5;5;7
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Slovenska Bistrica";-;-;1;-;-;1;1;3;9;4;5;4
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Slovenske Konjice";-;-;-;-;-;3;1;3;9;5;5;8
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Sodražica";-;-;-;-;-;-;-;2;-;2;2;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Solèava";-;-;-;-;-;-;-;1;-;1;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Središèe ob Dravi";-;-;-;-;-;-;-;1;-;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Starše";-;-;-;-;1;1;-;1;1;2;1;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Straža";-;-;-;-;1;2;1;1;3;1;2;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Sveta Ana";-;-;-;-;-;-;-;-;-;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Sveta Trojica v Slov. goricah";-;-;-;-;-;-;1;1;-;1;1;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Sveti Andraž v Slov. goricah";-;-;-;-;-;-;-;-;1;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Sveti Jurij ob Šèavnici";-;-;-;-;-;-;1;1;1;-;1;3
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Sveti Jurij v Slov. goricah";-;-;-;-;-;-;1;-;-;-;1;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Sveti Tomaž";-;-;-;-;-;-;-;-;1;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Šalovci";-;-;-;-;-;-;-;-;1;-;-;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Šempeter - Vrtojba";-;-;1;-;-;-;3;2;-;3;1;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Šenèur";-;-;-;-;1;-;1;1;5;3;4;4
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Šentilj";-;-;-;-;-;-;-;-;-;-;1;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Šentjernej";-;-;-;-;-;3;1;3;-;-;3;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Šentjur";-;-;-;-;-;2;4;2;10;5;1;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Šentrupert";-;-;-;-;-;-;3;-;1;1;1;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Škocjan";-;-;-;-;-;-;1;1;1;1;-;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Škofja Loka";-;1;-;-;1;3;6;10;7;9;10;7
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Škofljica";1;-;-;-;-;2;1;4;8;3;7;4
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Šmarje pri Jelšah";-;-;-;-;-;1;-;1;3;6;5;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Šmarješke Toplice";-;1;-;-;-;-;-;1;1;1;1;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Šmartno ob Paki";-;-;-;-;-;-;1;1;-;2;-;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Šmartno pri Litiji";-;-;-;-;-;1;1;2;-;2;5;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Šoštanj";-;1;-;1;-;1;1;4;1;4;4;3
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Štore";-;-;-;-;-;-;-;-;1;1;3;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Tabor";-;-;-;-;-;-;-;1;2;1;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Tišina";-;-;-;-;-;1;-;1;1;2;3;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Tolmin";-;-;-;-;-;1;1;8;8;7;5;3
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Trbovlje";-;2;-;1;1;2;6;3;5;3;3;3
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Trebnje";1;-;1;-;1;2;1;3;2;5;5;5
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Trnovska vas";-;-;-;-;-;1;-;-;-;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Trzin";-;-;-;-;-;1;1;3;-;5;-;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Tržiè";-;-;1;-;-;3;2;4;4;6;6;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Turnišèe";-;-;-;-;-;-;-;-;3;-;1;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Velenje";-;1;-;1;-;2;6;10;12;8;10;5
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Velika Polana";-;-;-;-;-;-;-;1;-;1;-;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Velike Lašèe";-;1;-;1;-;-;-;2;2;-;2;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Veržej";-;-;-;-;-;-;-;1;2;1;3;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Videm";-;-;-;-;-;1;1;-;-;-;1;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Vipava";-;-;-;-;1;-;3;1;2;4;3;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Vitanje";-;-;-;-;-;-;2;1;1;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Vodice";-;-;-;-;-;-;1;-;-;2;2;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Vojnik";-;-;1;-;1;-;3;3;4;2;2;3
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Vransko";-;-;-;-;-;-;1;-;1;1;2;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Vrhnika";1;-;-;-;-;1;2;7;5;5;3;4
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Vuzenica";-;-;1;-;1;-;-;2;-;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Zagorje ob Savi";1;-;-;-;1;-;3;2;6;1;6;4
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Zavrè";-;-;-;-;-;-;-;-;-;-;1;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Zreèe";-;-;1;-;-;1;-;-;2;2;1;4
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Žalec";-;1;-;-;-;2;6;2;3;10;2;4
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Železniki";-;-;-;-;-;1;2;3;4;3;2;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Žetale";-;-;-;-;-;-;1;1;-;-;1;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Žiri";-;-;-;-;-;1;2;3;5;1;2;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Žirovnica";-;-;-;-;-;-;2;2;4;1;2;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Žužemberk";-;-;-;-;-;1;1;2;1;1;2;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Stalno bivališèe neznano ali v tujini";-;3;2;3;7;6;21;28;27;29;25;28
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Ajdovšèina";1;6;8;14;19;29;41;33;41;52;49;45
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Ankaran/Ancarano";-;-;-;-;-;-;4;1;2;5;8;5
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Apaèe";-;-;-;2;1;5;6;6;1;11;4;6
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Beltinci";2;1;1;6;10;8;12;17;14;13;12;15
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Benedikt";-;-;-;1;1;1;6;5;5;6;4;4
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Bistrica ob Sotli";-;-;2;-;-;1;1;5;4;4;4;4
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Bled";2;1;7;5;4;10;15;9;16;16;21;11
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Bloke";2;-;1;1;-;7;2;4;4;5;3;3
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Bohinj";-;-;4;-;6;4;10;8;6;12;13;6
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Borovnica";1;1;1;3;5;4;2;4;6;9;10;10
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Bovec";1;-;1;1;1;2;4;1;4;6;4;4
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Braslovèe";2;2;-;4;6;8;11;13;10;20;11;18
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Brda";-;-;1;5;6;4;5;13;10;11;8;12
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Brezovica";1;4;3;8;8;10;18;24;17;26;15;21
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Brežice";6;9;11;16;17;28;43;42;63;69;51;35
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Cankova";-;1;-;-;1;-;9;9;4;2;5;3
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Celje";13;23;34;48;60;62;81;80;102;93;108;94
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Cerklje na Gorenjskem";4;3;3;1;6;11;11;19;12;13;19;11
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Cerknica";4;2;6;9;6;14;16;26;17;31;27;28
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Cerkno";1;4;1;-;6;5;8;10;12;14;8;7
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Cerkvenjak";-;1;-;-;4;2;2;3;1;3;2;3
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Cirkulane";-;1;1;1;-;-;3;3;4;-;2;-
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Èrenšovci";2;-;1;1;4;5;6;5;4;7;10;2
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Èrna na Koroškem";1;-;1;2;1;1;6;6;7;10;6;6
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Èrnomelj";6;3;1;4;6;19;22;34;22;31;44;24
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Destrnik";-;-;-;2;-;1;6;6;3;-;4;7
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Divaèa";-;2;-;6;1;7;4;5;8;8;8;4
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Dobje";-;-;-;-;-;1;1;3;-;3;1;2
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Dobrepolje";1;-;4;1;3;2;6;7;4;5;7;8
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Dobrna";1;1;1;3;4;1;4;5;3;3;5;8
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Dobrova - Polhov Gradec";1;1;4;2;2;12;12;16;18;20;13;21
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Dobrovnik/Dobronak";-;-;-;-;2;-;-;3;2;2;3;-
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Dol pri Ljubljani";2;3;2;1;3;8;9;12;11;9;14;8
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Dolenjske Toplice";-;-;1;1;6;4;8;9;10;11;6;9
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Domžale";10;14;15;26;25;45;48;70;79;78;72;72
